Reporte:,Detalle de facturas de grupos de locales,,,,,,,,,,,,
Periodo:,01 de junio de 2024 al 30 de junio de 2024,,,,,,,,,,,,
,,,,,,,,,,,,,
Nombre Local,ID Factura,Fecha Fin Transaccion,Codigo Interno del Producto,Codigo producto (Elemetrica),Descripcion del Producto,Descripcion de la Categoria,Categoria 2,Subtotal,Descuentos,Impuestos,Total,Unidades Vendidas,Precio
Restaurant 1,20240601_276354_V10G,1/6/24 18:22,2047,casacasco01-5d78e012c5714e63_2047_c5bc9accd979fc17,Adventure, Bebidas Alcoholicas, HOUSE COCKTAILS,13,0,0.91,13.91,1,13
Restaurant 1,20240601_276354_V10G,1/6/24 18:22,11100005,casacasco01-5d78e012c5714e63_11100005_afacd8cb27283b72,Old Fashioned, Bebidas Alcoholicas, COCTELES CLASICOS,12.5,0,0.88,13.38,1,12.5
Restaurant 1,20240601_276368_V10G,1/6/24 18:24,1739,casacasco01-5d78e012c5714e63_1739_a03db16af94d59fd,Cheesecake Avellana, MARULA, PICADAS MARULA TERRAZA,13.5,0,0.95,14.45,1,13.5
Restaurant 1,20240601_276368_V10G,1/6/24 18:24,1896,casacasco01-5d78e012c5714e63_1896_2e83b5107bc414fc,Camarones al Ajillo,,,12,0,0.84,12.84,1,12
Restaurant 1,20240601_276368_V10G,1/6/24 18:24,11000015,casacasco01-5d78e012c5714e63_11000015_cbac0239af15e007,Balboa Roja Bot 330 ml, Bebidas Alcoholicas, CERVEZA,10,0,0.7,10.7,2,5
Restaurant 1,20240601_276358_V10G,1/6/24 18:25,10120003,casacasco01-5d78e012c5714e63_10120003_607040c2871fdb99,Mojito Maracuya, Bebidas Alcoholicas, MOJITOS,25,0,1.75,26.75,2,12.5
Restaurant 1,20240601_276358_V10G,1/6/24 18:25,11000010,casacasco01-5d78e012c5714e63_11000010_c153699ccee59b66,Corona Botella 355ML, Bebidas Alcoholicas, CERVEZA,12,0,0.84,12.84,2,6
Restaurant 1,20240601_276358_V10G,1/6/24 18:25,744,casacasco01-5d78e012c5714e63_744_5ed9bc898cd66bae,Vaso Chelado, Bebidas Alcoholicas, CERVEZA,3,0,0.21,3.21,2,1.5
Restaurant 1,20240601_276357_V10G,1/6/24 18:30,11100014,casacasco01-5d78e012c5714e63_11100014_2e3a885c3d17d465,Aperol Spritz, Bebidas Alcoholicas, COCTELES CLASICOS,25,0,1.75,26.75,2,12.5
Restaurant 1,20240601_276559_V10G,1/6/24 18:32,11000010,casacasco01-5d78e012c5714e63_11000010_c153699ccee59b66,Corona Botella 355ML, Bebidas Alcoholicas, CERVEZA,0,0,0,0,1,0
Restaurant 1,20240601_276559_V10G,1/6/24 18:32,11100011,casacasco01-5d78e012c5714e63_11100011_fd49c38b58786a50,Whisky Sour, Bebidas Alcoholicas, COCTELES CLASICOS,0,0,0,0,2,0
Restaurant 1,20240601_276559_V10G,1/6/24 18:32,2265,casacasco01-5d78e012c5714e63_2265_e6b46f368d0c52a8,Ceviche Amazonico,,,0,0,0,0,1,0
Restaurant 1,20240601_276559_V10G,1/6/24 18:32,504,casacasco01-5d78e012c5714e63_504_f8ed898b014826a5,Old Parr Trago, Bebidas Alcoholicas, WHISKY,0,0,0,0,5,0
Restaurant 1,20240601_276559_V10G,1/6/24 18:32,52300003,casacasco01-5d78e012c5714e63_52300003_88017d091cd42dc8,Casacasco Roll,,,0,0,0,0,1,0
Restaurant 1,20240601_276347_V10G,1/6/24 18:35,10600020,casacasco01-5d78e012c5714e63_10600020_93728ead3d0a2706,Patron Silver Trago, Bebidas Alcoholicas, TEQUILA,30,0,2.1,32.1,3,10
